,file,numCands,plurality,IRV,top-two,borda-pm,borda-om-no-uwi,borda-avg-no-uwi,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval
652,edinburgh17-ballots/Ward9-FountainbridgeCraiglockhart_edinburgh17-09.csv,7,['Andrew JOHNSTON (Con)'],['Gavin CORBETT (Grn)'],['Gavin CORBETT (Grn)'],['Gavin CORBETT (Grn)'],['Gavin CORBETT (Grn)'],['Gavin CORBETT (Grn)'],['Gavin CORBETT (Grn)'],['Gavin CORBETT (Grn)'],['Gavin CORBETT (Grn)'],['Andrew JOHNSTON (Con)'],['Gavin CORBETT (Grn)'],['Gavin CORBETT (Grn)'],['Gavin CORBETT (Grn)'],['Gavin CORBETT (Grn)'],['Gavin CORBETT (Grn)']
653,edinburgh17-ballots/Ward1-Almond_edinburgh17-01.csv,11,['Kevin LANG (LD)'],['Kevin LANG (LD)'],['Kevin LANG (LD)'],['Kevin LANG (LD)'],['Kevin LANG (LD)'],['Kevin LANG (LD)'],['Kevin LANG (LD)'],['Kevin LANG (LD)'],['Kevin LANG (LD)'],['Kevin LANG (LD)'],['Kevin LANG (LD)'],['Kevin LANG (LD)'],['Kevin LANG (LD)'],['Kevin LANG (LD)'],['Kevin LANG (LD)']
654,edinburgh17-ballots/Ward7-SighthillGorgie_edinburgh17-07.csv,10,['Ashley GRACZYK (Con)'],['Catherine FULLERTON (SNP)'],['Catherine FULLERTON (SNP)'],['Catherine FULLERTON (SNP)'],['Catherine FULLERTON (SNP)'],['Catherine FULLERTON (SNP)'],['Catherine FULLERTON (SNP)'],['Catherine FULLERTON (SNP)'],['Catherine FULLERTON (SNP)'],['Ashley GRACZYK (Con)'],['Catherine FULLERTON (SNP)'],['Catherine FULLERTON (SNP)'],['Catherine FULLERTON (SNP)'],['Catherine FULLERTON (SNP)'],['Catherine FULLERTON (SNP)']
655,midlothian17-ballots/MidlothianEast_midlothian17-05.csv,7,['Peter SMAILL (Con)'],['John HACKETT (Lab)'],['John HACKETT (Lab)'],['John HACKETT (Lab)'],['John HACKETT (Lab)'],['John HACKETT (Lab)'],['John HACKETT (Lab)'],['John HACKETT (Lab)'],['John HACKETT (Lab)'],['Peter SMAILL (Con)'],['John HACKETT (Lab)'],['John HACKETT (Lab)'],['John HACKETT (Lab)'],"['John HACKETT (Lab)', 'Robert HOGG (Ind)']",['John HACKETT (Lab)']
656,midlothian17-ballots/Bonnyrigg_midlothian17-02.csv,8,['Derek MILLIGAN (Lab)'],['Derek MILLIGAN (Lab)'],['Derek MILLIGAN (Lab)'],['Derek MILLIGAN (Lab)'],['Derek MILLIGAN (Lab)'],['Derek MILLIGAN (Lab)'],['Derek MILLIGAN (Lab)'],['Derek MILLIGAN (Lab)'],['Derek MILLIGAN (Lab)'],['Derek MILLIGAN (Lab)'],['Derek MILLIGAN (Lab)'],['Derek MILLIGAN (Lab)'],['Derek MILLIGAN (Lab)'],['Derek MILLIGAN (Lab)'],['Derek MILLIGAN (Lab)']
657,midlothian17-ballots/MidlothianSouth_midlothian17-06.csv,8,['Jim MUIRHEAD (Lab)'],['Jim MUIRHEAD (Lab)'],['Jim MUIRHEAD (Lab)'],['Jim MUIRHEAD (Lab)'],['Jim MUIRHEAD (Lab)'],['Jim MUIRHEAD (Lab)'],['Jim MUIRHEAD (Lab)'],['Jim MUIRHEAD (Lab)'],['Jim MUIRHEAD (Lab)'],['Jim MUIRHEAD (Lab)'],['Jim MUIRHEAD (Lab)'],['Jim MUIRHEAD (Lab)'],['Jim MUIRHEAD (Lab)'],['Jim MUIRHEAD (Lab)'],['Jim MUIRHEAD (Lab)']
658,midlothian17-ballots/MidlothianWest_midlothian17-04.csv,9,['Pauline WINCHESTER (Con)'],['Kelly PARRY (SNP)'],['Kelly PARRY (SNP)'],['Russell IMRIE (Lab)'],['Kelly PARRY (SNP)'],['Russell IMRIE (Lab)'],['Pauline WINCHESTER (Con)'],['Russell IMRIE (Lab)'],['Russell IMRIE (Lab)'],['Pauline WINCHESTER (Con)'],['Kelly PARRY (SNP)'],['Russell IMRIE (Lab)'],['Russell IMRIE (Lab)'],"['Kelly PARRY (SNP)', 'David TEMPLE (SNP)', 'Stephen BLAIN (Lab)', 'Russell IMRIE (Lab)', 'Helen BLACKBURN (Grn)']",['Russell IMRIE (Lab)']
659,midlothian17-ballots/Penicuik_midlothian17-01.csv,7,['Andrew HARDIE (Con)'],['Adam MONTGOMERY (Lab)'],['Adam MONTGOMERY (Lab)'],['Adam MONTGOMERY (Lab)'],['Debbi MCCALL (SNP)'],['Adam MONTGOMERY (Lab)'],['Adam MONTGOMERY (Lab)'],['Adam MONTGOMERY (Lab)'],['Adam MONTGOMERY (Lab)'],['Andrew HARDIE (Con)'],['Adam MONTGOMERY (Lab)'],['Adam MONTGOMERY (Lab)'],['Adam MONTGOMERY (Lab)'],"['Joe WALLACE (SNP)', 'Adam MONTGOMERY (Lab)', 'Debbi MCCALL (SNP)']",['Adam MONTGOMERY (Lab)']
660,midlothian17-ballots/Dalkeith_midlothian17-03.csv,8,['Colin John CASSIDY (SNP)'],['Stephen CURRAN (Lab)'],['Stephen CURRAN (Lab)'],['Stephen CURRAN (Lab)'],['Stephen CURRAN (Lab)'],['Stephen CURRAN (Lab)'],['Stephen CURRAN (Lab)'],['Stephen CURRAN (Lab)'],['Stephen CURRAN (Lab)'],['Colin John CASSIDY (SNP)'],['Stephen CURRAN (Lab)'],['Stephen CURRAN (Lab)'],['Stephen CURRAN (Lab)'],"['Margot RUSSELL (Lab)', 'Stephen CURRAN (Lab)']",['Stephen CURRAN (Lab)']
661,n-lanarks12-ballots/Ward20Wishaw_n-lanarks12-20.csv,7,['Sam LOVE (Lab)'],['Sam LOVE (Lab)'],['Sam LOVE (Lab)'],['Sam LOVE (Lab)'],['Sam LOVE (Lab)'],['Sam LOVE (Lab)'],['Sam LOVE (Lab)'],['Sam LOVE (Lab)'],['Sam LOVE (Lab)'],['Sam LOVE (Lab)'],['Sam LOVE (Lab)'],['Sam LOVE (Lab)'],['Sam LOVE (Lab)'],"['Frank MCKAY (Lab)', 'James ROBERTSON (Lab)', 'Sam LOVE (Lab)']",['Sam LOVE (Lab)']
662,n-lanarks12-ballots/Ward2CumbernauldNorth_n-lanarks12-02.csv,9,['Alan O�BRIEN (CICA)'],['Alan MASTERTON (SNP)'],['Barry MCCULLOCH (Lab)'],['Bob CHADHA (Lab)'],['Alan MASTERTON (SNP)'],['Bob CHADHA (Lab)'],['Bob CHADHA (Lab)'],['Alan MASTERTON (SNP)'],['Alan MASTERTON (SNP)'],['Alan O�BRIEN (CICA)'],['Alan MASTERTON (SNP)'],['Alan MASTERTON (SNP)'],['Alan MASTERTON (SNP)'],['Alan MASTERTON (SNP)'],['Alan MASTERTON (SNP)']
663,n-lanarks12-ballots/Ward4AbronhillKildrumandTheVillage_n-lanarks12-04.csv,7,['Stevie GRANT (Lab)'],['Elizabeth IRVINE (SNP)'],['Elizabeth IRVINE (SNP)'],['Elizabeth IRVINE (SNP)'],['Elizabeth IRVINE (SNP)'],['Elizabeth IRVINE (SNP)'],['Elizabeth IRVINE (SNP)'],['Elizabeth IRVINE (SNP)'],['Elizabeth IRVINE (SNP)'],['Stevie GRANT (Lab)'],['Elizabeth IRVINE (SNP)'],['Elizabeth IRVINE (SNP)'],['Elizabeth IRVINE (SNP)'],"['Elizabeth IRVINE (SNP)', 'Tom JOHNSTON (SNP)']",['Elizabeth IRVINE (SNP)']
664,n-lanarks12-ballots/Ward13Thorniewood_n-lanarks12-13.csv,5,['Bob BURROWS (Lab)'],['Bob BURROWS (Lab)'],['Bob BURROWS (Lab)'],['Bob BURROWS (Lab)'],['Bob BURROWS (Lab)'],['Bob BURROWS (Lab)'],['Bob BURROWS (Lab)'],['Bob BURROWS (Lab)'],['Bob BURROWS (Lab)'],['Bob BURROWS (Lab)'],['Bob BURROWS (Lab)'],['Bob BURROWS (Lab)'],['Bob BURROWS (Lab)'],"['Bob BURROWS (Lab)', 'Jim MCCABE (Lab)']",['Bob BURROWS (Lab)']
665,n-lanarks12-ballots/Ward16MotherwellWest_n-lanarks12-16.csv,6,['Annette VALENTINE (SNP)'],['Paul KELLY (Lab)'],['Paul KELLY (Lab)'],['Paul KELLY (Lab)'],['Paul KELLY (Lab)'],['Paul KELLY (Lab)'],['Paul KELLY (Lab)'],['Paul KELLY (Lab)'],['Paul KELLY (Lab)'],['Annette VALENTINE (SNP)'],['Paul KELLY (Lab)'],['Paul KELLY (Lab)'],['Paul KELLY (Lab)'],"['Paul KELLY (Lab)', 'Michael ROSS (Lab)']",['Paul KELLY (Lab)']
666,n-lanarks12-ballots/Ward15MossendandHolytown_n-lanarks12-15.csv,7,['James COYLE (Lab)'],['James COYLE (Lab)'],['James COYLE (Lab)'],['James COYLE (Lab)'],['James COYLE (Lab)'],['James COYLE (Lab)'],['James COYLE (Lab)'],['James COYLE (Lab)'],['James COYLE (Lab)'],['James COYLE (Lab)'],['James COYLE (Lab)'],['James COYLE (Lab)'],['James COYLE (Lab)'],"['Frank MCNALLY (Lab)', 'James COYLE (Lab)']",['James COYLE (Lab)']
667,n-lanarks12-ballots/Ward3CumbernauldSouth_n-lanarks12-03.csv,9,['William GOLDIE (SNP)'],['William GOLDIE (SNP)'],['William GOLDIE (SNP)'],['William GOLDIE (SNP)'],['William GOLDIE (SNP)'],['William GOLDIE (SNP)'],['William GOLDIE (SNP)'],['William GOLDIE (SNP)'],['William GOLDIE (SNP)'],['William GOLDIE (SNP)'],['William GOLDIE (SNP)'],['William GOLDIE (SNP)'],['William GOLDIE (SNP)'],"['William GOLDIE (SNP)', 'Willie HOMER (SNP)']",['William GOLDIE (SNP)']
668,n-lanarks12-ballots/Ward18MotherwellSouthEastandRavenscraig_n-lanarks12-18.csv,10,['Kaye HARMON (Lab)'],['Kaye HARMON (Lab)'],['Kaye HARMON (Lab)'],['Kaye HARMON (Lab)'],['Kaye HARMON (Lab)'],['Kaye HARMON (Lab)'],['Kaye HARMON (Lab)'],['Kaye HARMON (Lab)'],['Kaye HARMON (Lab)'],['Kaye HARMON (Lab)'],['Kaye HARMON (Lab)'],['Kaye HARMON (Lab)'],['Kaye HARMON (Lab)'],"['Tommy LUNNY (Lab)', 'Kaye HARMON (Lab)']",['Kaye HARMON (Lab)']
669,n-lanarks12-ballots/Ward9CoatbridgeWest_n-lanarks12-09.csv,5,['Tom MAGINNIS (Lab)'],['Tom MAGINNIS (Lab)'],['Tom MAGINNIS (Lab)'],['Tom MAGINNIS (Lab)'],['Tom MAGINNIS (Lab)'],['Tom MAGINNIS (Lab)'],['Tom MAGINNIS (Lab)'],['Tom MAGINNIS (Lab)'],['Tom MAGINNIS (Lab)'],['Tom MAGINNIS (Lab)'],['Tom MAGINNIS (Lab)'],['Tom MAGINNIS (Lab)'],['Tom MAGINNIS (Lab)'],"['Tom MAGINNIS (Lab)', 'Jim SMITH (Lab)']",['Tom MAGINNIS (Lab)']
670,n-lanarks12-ballots/Ward5Strathkelvin_n-lanarks12-05.csv,8,['William HOGG (Lab)'],['William HOGG (Lab)'],['William HOGG (Lab)'],['William HOGG (Lab)'],['William HOGG (Lab)'],['William HOGG (Lab)'],['William HOGG (Lab)'],['William HOGG (Lab)'],['William HOGG (Lab)'],['William HOGG (Lab)'],['William HOGG (Lab)'],['William HOGG (Lab)'],['William HOGG (Lab)'],"['William HOGG (Lab)', 'John MCLAREN (Lab)', 'Brian WALLACE (Lab)']",['William HOGG (Lab)']
671,n-lanarks12-ballots/Ward17MotherwellNorth_n-lanarks12-17.csv,8,['Peter NOLAN (Lab)'],['Peter NOLAN (Lab)'],['Peter NOLAN (Lab)'],['Peter NOLAN (Lab)'],['Helen MCKENNA (Lab)'],['Peter NOLAN (Lab)'],['Peter NOLAN (Lab)'],['Peter NOLAN (Lab)'],['Peter NOLAN (Lab)'],['Peter NOLAN (Lab)'],['Peter NOLAN (Lab)'],['Peter NOLAN (Lab)'],['Peter NOLAN (Lab)'],['Helen MCKENNA (Lab)'],['Peter NOLAN (Lab)']
672,n-lanarks12-ballots/Ward19Murdostoun_n-lanarks12-19.csv,7,['Robert MCKENDRICK (Ind)'],['Robert MCKENDRICK (Ind)'],['Robert MCKENDRICK (Ind)'],['Robert MCKENDRICK (Ind)'],['Robert MCKENDRICK (Ind)'],['Robert MCKENDRICK (Ind)'],['Robert MCKENDRICK (Ind)'],['Robert MCKENDRICK (Ind)'],['Robert MCKENDRICK (Ind)'],['Robert MCKENDRICK (Ind)'],['Robert MCKENDRICK (Ind)'],['Robert MCKENDRICK (Ind)'],['Robert MCKENDRICK (Ind)'],"['Robert MCKENDRICK (Ind)', 'Nicky SHEVLIN (Lab)', 'Alan CLINCH (Lab)']",['Robert MCKENDRICK (Ind)']
673,n-lanarks12-ballots/Ward12Fortissat_n-lanarks12-12.csv,7,['Francis FALLAN (Lab)'],['Jim ROBERTSON (Lab)'],['Jim ROBERTSON (Lab)'],['Jim ROBERTSON (Lab)'],['Jim ROBERTSON (Lab)'],['Jim ROBERTSON (Lab)'],['Jim ROBERTSON (Lab)'],['Jim ROBERTSON (Lab)'],['Jim ROBERTSON (Lab)'],['Francis FALLAN (Lab)'],['Jim ROBERTSON (Lab)'],['Jim ROBERTSON (Lab)'],['Jim ROBERTSON (Lab)'],"['Charlie CEFFERTY (Ind)', 'Francis FALLAN (Lab)', 'Jim ROBERTSON (Lab)']",['Jim ROBERTSON (Lab)']
674,n-lanarks12-ballots/Ward11AirdrieSouth_n-lanarks12-11.csv,9,['Tom CURLEY (Lab)'],['Tom CURLEY (Lab)'],['Tom CURLEY (Lab)'],['Tom CURLEY (Lab)'],['MICHAEL COYLE (SNP)'],['Tom CURLEY (Lab)'],['Tom CURLEY (Lab)'],['Tom CURLEY (Lab)'],['Tom CURLEY (Lab)'],['Tom CURLEY (Lab)'],['Tom CURLEY (Lab)'],['Tom CURLEY (Lab)'],['Tom CURLEY (Lab)'],"['MICHAEL COYLE (SNP)', 'Tom CURLEY (Lab)']",['Tom CURLEY (Lab)']
675,n-lanarks12-ballots/Ward6CoatbridgeNorthandGlenboig_n-lanarks12-06.csv,7,['Michael MCPAKE (Lab)'],['Michael MCPAKE (Lab)'],['Michael MCPAKE (Lab)'],['Michael MCPAKE (Lab)'],['Michael MCPAKE (Lab)'],['Michael MCPAKE (Lab)'],['Michael MCPAKE (Lab)'],['Michael MCPAKE (Lab)'],['Michael MCPAKE (Lab)'],['Michael MCPAKE (Lab)'],['Michael MCPAKE (Lab)'],['Michael MCPAKE (Lab)'],['Michael MCPAKE (Lab)'],"['Michael MCPAKE (Lab)', 'Bill SHIELDS (Lab)']",['Michael MCPAKE (Lab)']
676,n-lanarks12-ballots/Ward1Kilsyth_n-lanarks12-01.csv,7,['Jean JONES (Lab)'],['Jean JONES (Lab)'],['Jean JONES (Lab)'],['Jean JONES (Lab)'],['Jean JONES (Lab)'],['Jean JONES (Lab)'],['Jean JONES (Lab)'],['Jean JONES (Lab)'],['Jean JONES (Lab)'],['Jean JONES (Lab)'],['Jean JONES (Lab)'],['Jean JONES (Lab)'],['Jean JONES (Lab)'],"['Heather MCVEY (Lab)', 'Jean JONES (Lab)']",['Jean JONES (Lab)']
677,n-lanarks12-ballots/Ward10CoatbridgeSouth_n-lanarks12-10.csv,6,['Jim BROOKS (Lab)'],['Jim BROOKS (Lab)'],['Jim BROOKS (Lab)'],['Jim BROOKS (Lab)'],['Jim BROOKS (Lab)'],['Jim BROOKS (Lab)'],['Jim BROOKS (Lab)'],['Jim BROOKS (Lab)'],['Jim BROOKS (Lab)'],['Jim BROOKS (Lab)'],['Jim BROOKS (Lab)'],['Jim BROOKS (Lab)'],['Jim BROOKS (Lab)'],"['Jim BROOKS (Lab)', 'John HIGGINS (Lab)']",['Jim BROOKS (Lab)']
678,n-lanarks12-ballots/Ward7AirdrieNorth_n-lanarks12-07.csv,8,['Tommy MORGAN (Lab)'],['Sophia COYLE (SNP)'],['Alan BEVERIDGE (SNP)'],['Tommy MORGAN (Lab)'],['Sophia COYLE (SNP)'],['Tommy MORGAN (Lab)'],['Tommy MORGAN (Lab)'],['Sophia COYLE (SNP)'],['Sophia COYLE (SNP)'],['Tommy MORGAN (Lab)'],['Sophia COYLE (SNP)'],['Sophia COYLE (SNP)'],['Sophia COYLE (SNP)'],"['Tommy MORGAN (Lab)', 'Alan BEVERIDGE (SNP)', 'Sophia COYLE (SNP)']",['Sophia COYLE (SNP)']
679,n-lanarks12-ballots/Ward14Bellshill_n-lanarks12-14.csv,7,['Harry CURRAN (Lab)'],['Harry CURRAN (Lab)'],['Harry CURRAN (Lab)'],['Harry CURRAN (Lab)'],['Harry CURRAN (Lab)'],['Harry CURRAN (Lab)'],['Harry CURRAN (Lab)'],['Harry CURRAN (Lab)'],['Harry CURRAN (Lab)'],['Harry CURRAN (Lab)'],['Harry CURRAN (Lab)'],['Harry CURRAN (Lab)'],['Harry CURRAN (Lab)'],"['Harry CURRAN (Lab)', 'Harry MCGUIGAN (Lab)']",['Harry CURRAN (Lab)']
680,n-lanarks12-ballots/Ward8AirdrieCentral_n-lanarks12-08.csv,7,['Jim LOGUE (Lab)'],['Jim LOGUE (Lab)'],['Jim LOGUE (Lab)'],['Jim LOGUE (Lab)'],['Jim LOGUE (Lab)'],['Jim LOGUE (Lab)'],['Jim LOGUE (Lab)'],['Jim LOGUE (Lab)'],['Jim LOGUE (Lab)'],['Jim LOGUE (Lab)'],['Jim LOGUE (Lab)'],['Jim LOGUE (Lab)'],['Jim LOGUE (Lab)'],['Jim LOGUE (Lab)'],['Jim LOGUE (Lab)']
681,shetland12-ballots/LerwickSouth_shetland12-07.csv,8,['Jonathan WILLS (Ind)'],['Jonathan WILLS (Ind)'],['Jonathan WILLS (Ind)'],['Jonathan WILLS (Ind)'],['Jonathan WILLS (Ind)'],['Jonathan WILLS (Ind)'],['Jonathan WILLS (Ind)'],['Jonathan WILLS (Ind)'],['Jonathan WILLS (Ind)'],['Jonathan WILLS (Ind)'],['Jonathan WILLS (Ind)'],['Jonathan WILLS (Ind)'],['Jonathan WILLS (Ind)'],['Jonathan WILLS (Ind)'],['Jonathan WILLS (Ind)']
682,shetland12-ballots/ShetlandSouth_shetland12-05.csv,5,['Allison DUNCAN (Ind)'],['Allison DUNCAN (Ind)'],['Allison DUNCAN (Ind)'],['Allison DUNCAN (Ind)'],['Allison DUNCAN (Ind)'],['Allison DUNCAN (Ind)'],['Allison DUNCAN (Ind)'],['Allison DUNCAN (Ind)'],['Allison DUNCAN (Ind)'],['Allison DUNCAN (Ind)'],['Allison DUNCAN (Ind)'],['Allison DUNCAN (Ind)'],['Allison DUNCAN (Ind)'],"['Allison DUNCAN (Ind)', 'George SMITH (Ind)']",['Allison DUNCAN (Ind)']
683,shetland12-ballots/ShetlandNorth_shetland12-02.csv,8,['Andrea MANSON (Ind)'],['Andrea MANSON (Ind)'],['Andrea MANSON (Ind)'],['Andrea MANSON (Ind)'],['Andrea MANSON (Ind)'],['Andrea MANSON (Ind)'],['Andrea MANSON (Ind)'],['Andrea MANSON (Ind)'],['Andrea MANSON (Ind)'],['Andrea MANSON (Ind)'],['Andrea MANSON (Ind)'],['Andrea MANSON (Ind)'],['Andrea MANSON (Ind)'],['Andrea MANSON (Ind)'],['Andrea MANSON (Ind)']
684,shetland12-ballots/NorthIsles_shetland12-01.csv,6,['Robert HENDERSON (Ind)'],['Robert HENDERSON (Ind)'],['Robert HENDERSON (Ind)'],['Robert HENDERSON (Ind)'],['Robert HENDERSON (Ind)'],['Robert HENDERSON (Ind)'],['Robert HENDERSON (Ind)'],['Robert HENDERSON (Ind)'],['Robert HENDERSON (Ind)'],['Robert HENDERSON (Ind)'],['Robert HENDERSON (Ind)'],['Robert HENDERSON (Ind)'],['Robert HENDERSON (Ind)'],['Robert HENDERSON (Ind)'],['Robert HENDERSON (Ind)']
685,shetland12-ballots/ShetlandCentral_shetland12-04.csv,7,['Davie SANDISON (Ind)'],['Davie SANDISON (Ind)'],['Davie SANDISON (Ind)'],['Davie SANDISON (Ind)'],['Davie SANDISON (Ind)'],['Davie SANDISON (Ind)'],['Davie SANDISON (Ind)'],['Davie SANDISON (Ind)'],['Davie SANDISON (Ind)'],['Davie SANDISON (Ind)'],['Davie SANDISON (Ind)'],['Davie SANDISON (Ind)'],['Davie SANDISON (Ind)'],['Davie SANDISON (Ind)'],['Davie SANDISON (Ind)']
686,shetland12-ballots/LerwickNorth_shetland12-06.csv,8,['Malcolm BELL (Ind)'],['Malcolm BELL (Ind)'],['Malcolm BELL (Ind)'],['Malcolm BELL (Ind)'],['Malcolm BELL (Ind)'],['Malcolm BELL (Ind)'],['Malcolm BELL (Ind)'],['Malcolm BELL (Ind)'],['Malcolm BELL (Ind)'],['Malcolm BELL (Ind)'],['Malcolm BELL (Ind)'],['Malcolm BELL (Ind)'],['Malcolm BELL (Ind)'],['Malcolm BELL (Ind)'],['Malcolm BELL (Ind)']
687,shetland12-ballots/ShetlandWest_shetland12-03.csv,8,['Theo SMITH (Ind)'],['Theo SMITH (Ind)'],['Theo SMITH (Ind)'],['Theo SMITH (Ind)'],['Theo SMITH (Ind)'],['Theo SMITH (Ind)'],['Theo SMITH (Ind)'],['Theo SMITH (Ind)'],['Theo SMITH (Ind)'],['Theo SMITH (Ind)'],['Theo SMITH (Ind)'],['Theo SMITH (Ind)'],['Theo SMITH (Ind)'],"['Gary ROBINSON (Ind)', 'Theo SMITH (Ind)']",['Theo SMITH (Ind)']
688,falkirk12-ballots/FalkirkSouth_falkirk12-07.csv,8,['DENNIS GOLDIE (Lab)'],['DENNIS GOLDIE (Lab)'],['DENNIS GOLDIE (Lab)'],['DENNIS GOLDIE (Lab)'],['DENNIS GOLDIE (Lab)'],['DENNIS GOLDIE (Lab)'],['DENNIS GOLDIE (Lab)'],['DENNIS GOLDIE (Lab)'],['DENNIS GOLDIE (Lab)'],['DENNIS GOLDIE (Lab)'],['DENNIS GOLDIE (Lab)'],['DENNIS GOLDIE (Lab)'],['DENNIS GOLDIE (Lab)'],"['DENNIS GOLDIE (Lab)', 'GERRY GOLDIE (Lab)']",['DENNIS GOLDIE (Lab)']
689,falkirk12-ballots/BonnybridgeandLarbert_falkirk12-05.csv,7,['Tom COLEMAN (SNP)'],['Tom COLEMAN (SNP)'],['Tom COLEMAN (SNP)'],['Tom COLEMAN (SNP)'],['Tom COLEMAN (SNP)'],['Tom COLEMAN (SNP)'],['Tom COLEMAN (SNP)'],['Tom COLEMAN (SNP)'],['Tom COLEMAN (SNP)'],['Tom COLEMAN (SNP)'],['Tom COLEMAN (SNP)'],['Tom COLEMAN (SNP)'],['Tom COLEMAN (SNP)'],['Tom COLEMAN (SNP)'],['Tom COLEMAN (SNP)']
690,falkirk12-ballots/Grangemouth_falkirk12-02.csv,9,['Allyson BLACK (Lab)'],['Allyson BLACK (Lab)'],['Allyson BLACK (Lab)'],['Allyson BLACK (Lab)'],['Allyson BLACK (Lab)'],['Allyson BLACK (Lab)'],['Allyson BLACK (Lab)'],['Allyson BLACK (Lab)'],['Allyson BLACK (Lab)'],['Allyson BLACK (Lab)'],['Allyson BLACK (Lab)'],['Allyson BLACK (Lab)'],['Allyson BLACK (Lab)'],['Allyson BLACK (Lab)'],['Allyson BLACK (Lab)']
691,falkirk12-ballots/FalkirkNorth_falkirk12-06.csv,6,['David ALEXANDER (SNP)'],['David ALEXANDER (SNP)'],['David ALEXANDER (SNP)'],['David ALEXANDER (SNP)'],['David ALEXANDER (SNP)'],['David ALEXANDER (SNP)'],['David ALEXANDER (SNP)'],['David ALEXANDER (SNP)'],['David ALEXANDER (SNP)'],['David ALEXANDER (SNP)'],['David ALEXANDER (SNP)'],['David ALEXANDER (SNP)'],['David ALEXANDER (SNP)'],"['Cecil MEIKLEJOHN (SNP)', 'David ALEXANDER (SNP)']",['David ALEXANDER (SNP)']
692,falkirk12-ballots/DennyandBanknock_falkirk12-03.csv,9,['Johnny MCNALLY (SNP)'],['Johnny MCNALLY (SNP)'],['Johnny MCNALLY (SNP)'],['Johnny MCNALLY (SNP)'],['Johnny MCNALLY (SNP)'],['Johnny MCNALLY (SNP)'],['Johnny MCNALLY (SNP)'],['Johnny MCNALLY (SNP)'],['Johnny MCNALLY (SNP)'],['Johnny MCNALLY (SNP)'],['Johnny MCNALLY (SNP)'],['Johnny MCNALLY (SNP)'],['Johnny MCNALLY (SNP)'],['Johnny MCNALLY (SNP)'],['Johnny MCNALLY (SNP)']
693,falkirk12-ballots/LowerBraes_falkirk12-08.csv,5,['Malcolm NICOL (Con)'],['Malcolm NICOL (Con)'],['Malcolm NICOL (Con)'],['Steven JACKSON (SNP)'],['Steven JACKSON (SNP)'],['Steven JACKSON (SNP)'],['Steven JACKSON (SNP)'],['Malcolm NICOL (Con)'],['Malcolm NICOL (Con)'],['Malcolm NICOL (Con)'],['Malcolm NICOL (Con)'],['Malcolm NICOL (Con)'],['Malcolm NICOL (Con)'],"['Steven JACKSON (SNP)', 'Malcolm NICOL (Con)']",['Malcolm NICOL (Con)']
694,"falkirk12-ballots/Carse,KinnairdandTryst_falkirk12-04.csv",6,['Charles MACDONALD (Lab)'],['Charles MACDONALD (Lab)'],['Charles MACDONALD (Lab)'],['Charles MACDONALD (Lab)'],['Charles MACDONALD (Lab)'],['Charles MACDONALD (Lab)'],['Charles MACDONALD (Lab)'],['Charles MACDONALD (Lab)'],['Charles MACDONALD (Lab)'],['Charles MACDONALD (Lab)'],['Charles MACDONALD (Lab)'],['Charles MACDONALD (Lab)'],['Charles MACDONALD (Lab)'],"['Craig MARTIN (Lab)', 'Charles MACDONALD (Lab)']",['Charles MACDONALD (Lab)']
695,falkirk12-ballots/Bo'nessandBlackness_falkirk12-01.csv,6,['Ann RITCHIE (SNP)'],['Ann RITCHIE (SNP)'],['Ann RITCHIE (SNP)'],['Ann RITCHIE (SNP)'],['Ann RITCHIE (SNP)'],['Ann RITCHIE (SNP)'],['Ann RITCHIE (SNP)'],['Ann RITCHIE (SNP)'],['Ann RITCHIE (SNP)'],['Ann RITCHIE (SNP)'],['Ann RITCHIE (SNP)'],['Ann RITCHIE (SNP)'],['Ann RITCHIE (SNP)'],['Ann RITCHIE (SNP)'],['Ann RITCHIE (SNP)']
696,falkirk12-ballots/UpperBraes_falkirk12-09.csv,6,['John MCLUCKIE (Lab)'],['John MCLUCKIE (Lab)'],['John MCLUCKIE (Lab)'],['John MCLUCKIE (Lab)'],['John MCLUCKIE (Lab)'],['John MCLUCKIE (Lab)'],['John MCLUCKIE (Lab)'],['John MCLUCKIE (Lab)'],['John MCLUCKIE (Lab)'],['John MCLUCKIE (Lab)'],['John MCLUCKIE (Lab)'],['John MCLUCKIE (Lab)'],['John MCLUCKIE (Lab)'],['John MCLUCKIE (Lab)'],['John MCLUCKIE (Lab)']
697,glasgow17-ballots/Ward8SouthsideCentral_glasgow17-008.csv,11,['Soryia SIDDIQUE (Lab)'],['Mhairi HUNTER (SNP)'],['Mhairi HUNTER (SNP)'],['Mhairi HUNTER (SNP)'],['Mhairi HUNTER (SNP)'],['Mhairi HUNTER (SNP)'],['Mhairi HUNTER (SNP)'],['Mhairi HUNTER (SNP)'],['Mhairi HUNTER (SNP)'],['Soryia SIDDIQUE (Lab)'],['Mhairi HUNTER (SNP)'],['Mhairi HUNTER (SNP)'],['Mhairi HUNTER (SNP)'],['Mhairi HUNTER (SNP)'],['Mhairi HUNTER (SNP)']
